redemption_option,date,coupon_stake,money_coupon,nominal,redemption_price,currency,isin
-,09.05.2026,30%,24.66,-,-,RUB,RU000A107FG5
-,08.06.2026,30%,24.66,-,-,RUB,RU000A107FG5
-,08.07.2026,30%,24.66,-,-,RUB,RU000A107FG5
-,07.08.2026,30%,24.66,-,-,RUB,RU000A107FG5
-,06.09.2026,30%,24.66,50,-,RUB,RU000A107FG5
-,06.10.2026,30%,23.42,-,-,RUB,RU000A107FG5
-,05.11.2026,30%,23.42,-,-,RUB,RU000A107FG5
-,05.12.2026,30%,23.42,50,-,RUB,RU000A107FG5
-,04.01.2027,30%,22.19,-,-,RUB,RU000A107FG5
-,03.02.2027,30%,22.19,-,-,RUB,RU000A107FG5
-,05.03.2027,30%,22.19,50,-,RUB,RU000A107FG5
-,04.04.2027,30%,20.96,-,-,RUB,RU000A107FG5
-,04.05.2027,30%,20.96,-,-,RUB,RU000A107FG5
-,03.06.2027,30%,20.96,50,-,RUB,RU000A107FG5
-,03.07.2027,30%,19.73,-,-,RUB,RU000A107FG5
-,02.08.2027,30%,19.73,-,-,RUB,RU000A107FG5
-,01.09.2027,30%,19.73,50,-,RUB,RU000A107FG5
-,01.10.2027,30%,18.49,-,-,RUB,RU000A107FG5
-,31.10.2027,30%,18.49,-,-,RUB,RU000A107FG5
MAT,30.11.2027,30%,18.49,750,-,RUB,RU000A107FG5
-,01.12.2024,-,18.14,-,-,RUB,RU000A109ZQ8
-,31.12.2024,-,-,-,-,RUB,RU000A109ZQ8
-,30.01.2025,-,-,-,-,RUB,RU000A109ZQ8
-,01.03.2025,-,-,-,-,RUB,RU000A109ZQ8
-,31.03.2025,-,-,-,-,RUB,RU000A109ZQ8
-,30.04.2025,-,-,-,-,RUB,RU000A109ZQ8
-,30.05.2025,-,-,-,-,RUB,RU000A109ZQ8
-,29.06.2025,-,-,-,-,RUB,RU000A109ZQ8
-,29.07.2025,-,-,-,-,RUB,RU000A109ZQ8
-,28.08.2025,-,-,-,-,RUB,RU000A109ZQ8
-,27.09.2025,-,-,-,-,RUB,RU000A109ZQ8
-,27.10.2025,-,-,-,-,RUB,RU000A109ZQ8
-,26.11.2025,-,-,-,-,RUB,RU000A109ZQ8
-,26.12.2025,-,-,-,-,RUB,RU000A109ZQ8
-,25.01.2026,-,-,-,-,RUB,RU000A109ZQ8
-,24.02.2026,-,-,-,-,RUB,RU000A109ZQ8
-,26.03.2026,-,-,-,-,RUB,RU000A109ZQ8
-,25.04.2026,-,-,-,-,RUB,RU000A109ZQ8
-,25.05.2026,-,-,-,-,RUB,RU000A109ZQ8
-,24.06.2026,-,-,-,-,RUB,RU000A109ZQ8
-,24.07.2026,-,-,-,-,RUB,RU000A109ZQ8
-,23.08.2026,-,-,-,-,RUB,RU000A109ZQ8
-,22.09.2026,-,-,-,-,RUB,RU000A109ZQ8
MAT,22.10.2026,-,-,1000,-,RUB,RU000A109ZQ8
-,27.07.2023,18%,44.88,-,-,RUB,RU000A106631
-,26.10.2023,18%,44.88,-,-,RUB,RU000A106631
-,25.01.2024,18%,44.88,-,-,RUB,RU000A106631
-,25.04.2024,18%,44.88,-,-,RUB,RU000A106631
-,25.07.2024,18%,44.88,-,-,RUB,RU000A106631
-,24.10.2024,18%,44.88,-,-,RUB,RU000A106631
-,23.01.2025,18%,44.88,-,-,RUB,RU000A106631
PUT,24.04.2025,18%,44.88,-,-,RUB,RU000A106631
-,24.07.2025,-,-,-,-,RUB,RU000A106631
-,23.10.2025,-,-,-,-,RUB,RU000A106631
-,22.01.2026,-,-,-,-,RUB,RU000A106631
-,23.04.2026,-,-,-,-,RUB,RU000A106631
-,23.07.2026,-,-,250,-,RUB,RU000A106631
-,22.10.2026,-,-,250,-,RUB,RU000A106631
-,21.01.2027,-,-,250,-,RUB,RU000A106631
MAT,22.04.2027,-,-,250,-,RUB,RU000A106631
-,08.03.2023,10.55%,26.3,-,-,RUB,RU000A105JG1
-,07.06.2023,10.55%,26.3,-,-,RUB,RU000A105JG1
-,06.09.2023,10.55%,26.3,-,-,RUB,RU000A105JG1
-,06.12.2023,10.55%,26.3,-,-,RUB,RU000A105JG1
-,06.03.2024,10.55%,26.3,-,-,RUB,RU000A105JG1
-,05.06.2024,10.55%,26.3,-,-,RUB,RU000A105JG1
-,04.09.2024,10.55%,26.3,-,-,RUB,RU000A105JG1
-,04.12.2024,10.55%,26.3,-,-,RUB,RU000A105JG1
-,05.03.2025,10.55%,26.3,-,-,RUB,RU000A105JG1
-,04.06.2025,10.55%,26.3,-,-,RUB,RU000A105JG1
-,03.09.2025,10.55%,26.3,-,-,RUB,RU000A105JG1
MAT,03.12.2025,10.55%,26.3,1000,-,RUB,RU000A105JG1
-,12.10.2023,12%,29.92,-,-,RUB,RU000A106JV8
-,11.01.2024,12%,29.92,-,-,RUB,RU000A106JV8
-,11.04.2024,12%,29.92,-,-,RUB,RU000A106JV8
-,11.07.2024,12%,29.92,-,-,RUB,RU000A106JV8
-,10.10.2024,12%,29.92,-,-,RUB,RU000A106JV8
-,09.01.2025,12%,29.92,-,-,RUB,RU000A106JV8
-,10.04.2025,12%,29.92,-,-,RUB,RU000A106JV8
MAT,10.07.2025,12%,29.92,1000,-,RUB,RU000A106JV8
-,01.12.2020,5.7%,28.42,-,-,RUB,RU000A101QM3
-,01.06.2021,5.7%,28.42,-,-,RUB,RU000A101QM3
-,30.11.2021,5.7%,28.42,-,-,RUB,RU000A101QM3
-,31.05.2022,5.7%,28.42,-,-,RUB,RU000A101QM3
-,29.11.2022,5.7%,28.42,-,-,RUB,RU000A101QM3
-,30.05.2023,5.7%,28.42,-,-,RUB,RU000A101QM3
-,28.11.2023,5.7%,28.42,-,-,RUB,RU000A101QM3
-,28.05.2024,5.7%,28.42,-,-,RUB,RU000A101QM3
-,26.11.2024,5.7%,28.42,-,-,RUB,RU000A101QM3
MAT,27.05.2025,5.7%,28.42,1000,-,RUB,RU000A101QM3
-,06.06.2023,8.95%,44.63,-,-,RUB,RU000A105K85
-,05.12.2023,8.95%,44.63,-,-,RUB,RU000A105K85
-,04.06.2024,8.95%,44.63,-,-,RUB,RU000A105K85
-,03.12.2024,8.95%,44.63,-,-,RUB,RU000A105K85
-,03.06.2025,8.95%,44.63,-,-,RUB,RU000A105K85
MAT,02.12.2025,8.95%,44.63,1000,-,RUB,RU000A105K85
-,26.05.2023,9%,44.88,-,-,RUB,RU000A105HC4
-,24.11.2023,9%,44.88,-,-,RUB,RU000A105HC4
-,24.05.2024,9%,44.88,-,-,RUB,RU000A105HC4
-,22.11.2024,9%,44.88,-,-,RUB,RU000A105HC4
-,23.05.2025,9%,44.88,-,-,RUB,RU000A105HC4
MAT,21.11.2025,9%,44.88,1000,-,RUB,RU000A105HC4
-,09.02.2012,8.16%,29.51,-,-,RUB,RU000A0JRTL6
-,09.08.2012,8.16%,40.69,-,-,RUB,RU000A0JRTL6
-,24.08.2012,-,-,-,-,-,RU000A0JRTL6
-,07.02.2013,8.16%,40.69,-,-,RUB,RU000A0JRTL6
-,08.08.2013,8.16%,40.69,-,-,RUB,RU000A0JRTL6
-,06.02.2014,8.16%,40.69,-,-,RUB,RU000A0JRTL6
-,07.08.2014,8.16%,40.69,-,-,RUB,RU000A0JRTL6
-,05.02.2015,8.16%,40.69,-,-,RUB,RU000A0JRTL6
-,06.08.2015,8.16%,40.69,-,-,RUB,RU000A0JRTL6
-,04.02.2016,8.16%,40.69,-,-,RUB,RU000A0JRTL6
-,04.08.2016,8.16%,40.69,-,-,RUB,RU000A0JRTL6
-,02.02.2017,8.16%,40.69,100,-,RUB,RU000A0JRTL6
-,03.08.2017,8.16%,36.62,-,-,RUB,RU000A0JRTL6
-,01.02.2018,8.16%,36.62,100,-,RUB,RU000A0JRTL6
-,02.08.2018,8.16%,32.55,-,-,RUB,RU000A0JRTL6
-,31.01.2019,8.16%,32.55,100,-,RUB,RU000A0JRTL6
-,01.08.2019,8.16%,28.48,-,-,RUB,RU000A0JRTL6
-,30.01.2020,8.16%,28.48,100,-,RUB,RU000A0JRTL6
-,30.07.2020,8.16%,24.41,-,-,RUB,RU000A0JRTL6
-,28.01.2021,8.16%,24.41,100,-,RUB,RU000A0JRTL6
-,29.07.2021,8.16%,20.34,-,-,RUB,RU000A0JRTL6
-,27.01.2022,8.16%,20.34,100,-,RUB,RU000A0JRTL6
-,28.07.2022,8.16%,16.28,-,-,RUB,RU000A0JRTL6
-,26.01.2023,8.16%,16.28,100,-,RUB,RU000A0JRTL6
-,27.07.2023,8.16%,12.21,-,-,RUB,RU000A0JRTL6
-,25.01.2024,8.16%,12.21,100,-,RUB,RU000A0JRTL6
-,25.07.2024,8.16%,8.14,-,-,RUB,RU000A0JRTL6
-,23.01.2025,8.16%,8.14,100,-,RUB,RU000A0JRTL6
-,24.07.2025,8.16%,4.07,-,-,RUB,RU000A0JRTL6
-,22.01.2026,8.16%,4.07,-,-,RUB,RU000A0JRTL6
MAT,23.07.2026,8.16%,4.07,100,-,RUB,RU000A0JRTL6
-,01.06.2024,17%,13.97,-,-,RUB,RU000A108D81
-,01.07.2024,17%,13.97,-,-,RUB,RU000A108D81
-,31.07.2024,17%,13.97,-,-,RUB,RU000A108D81
-,30.08.2024,17%,13.97,-,-,RUB,RU000A108D81
-,29.09.2024,17%,13.97,-,-,RUB,RU000A108D81
-,29.10.2024,17%,13.97,-,-,RUB,RU000A108D81
-,28.11.2024,17%,13.97,-,-,RUB,RU000A108D81
-,28.12.2024,17%,13.97,-,-,RUB,RU000A108D81
-,27.01.2025,17%,13.97,-,-,RUB,RU000A108D81
-,26.02.2025,17%,13.97,-,-,RUB,RU000A108D81
-,28.03.2025,17%,13.97,-,-,RUB,RU000A108D81
-,27.04.2025,17%,13.97,-,-,RUB,RU000A108D81
-,27.05.2025,16.5%,13.56,-,-,RUB,RU000A108D81
-,26.06.2025,16.5%,13.56,-,-,RUB,RU000A108D81
-,26.07.2025,16.5%,13.56,-,-,RUB,RU000A108D81
-,25.08.2025,16.5%,13.56,-,-,RUB,RU000A108D81
-,24.09.2025,16.5%,13.56,-,-,RUB,RU000A108D81
-,24.10.2025,16.5%,13.56,-,-,RUB,RU000A108D81
-,23.11.2025,16%,13.15,-,-,RUB,RU000A108D81
-,23.12.2025,16%,13.15,-,-,RUB,RU000A108D81
-,22.01.2026,16%,13.15,-,-,RUB,RU000A108D81
-,21.02.2026,16%,13.15,-,-,RUB,RU000A108D81
-,23.03.2026,16%,13.15,-,-,RUB,RU000A108D81
-,22.04.2026,16%,13.15,-,-,RUB,RU000A108D81
-,22.05.2026,15.5%,12.74,-,-,RUB,RU000A108D81
-,21.06.2026,15.5%,12.74,-,-,RUB,RU000A108D81
-,21.07.2026,15.5%,12.74,-,-,RUB,RU000A108D81
-,20.08.2026,15.5%,12.74,-,-,RUB,RU000A108D81
-,19.09.2026,15.5%,12.74,-,-,RUB,RU000A108D81
-,19.10.2026,15.5%,12.74,-,-,RUB,RU000A108D81
-,18.11.2026,15.5%,12.74,-,-,RUB,RU000A108D81
-,18.12.2026,15.5%,12.74,-,-,RUB,RU000A108D81
-,17.01.2027,15.5%,12.74,-,-,RUB,RU000A108D81
-,16.02.2027,15.5%,12.74,-,-,RUB,RU000A108D81
-,18.03.2027,15.5%,12.74,-,-,RUB,RU000A108D81
-,17.04.2027,15.5%,12.74,-,-,RUB,RU000A108D81
-,17.05.2027,15%,12.33,-,-,RUB,RU000A108D81
-,16.06.2027,15%,12.33,-,-,RUB,RU000A108D81
-,16.07.2027,15%,12.33,-,-,RUB,RU000A108D81
-,15.08.2027,15%,12.33,-,-,RUB,RU000A108D81
-,14.09.2027,15%,12.33,-,-,RUB,RU000A108D81
-,14.10.2027,15%,12.33,-,-,RUB,RU000A108D81
-,13.11.2027,15%,12.33,-,-,RUB,RU000A108D81
-,13.12.2027,15%,12.33,-,-,RUB,RU000A108D81
-,12.01.2028,15%,12.33,-,-,RUB,RU000A108D81
-,11.02.2028,15%,12.33,-,-,RUB,RU000A108D81
-,12.03.2028,15%,12.33,-,-,RUB,RU000A108D81
-,11.04.2028,15%,12.33,-,-,RUB,RU000A108D81
-,11.05.2028,14.5%,11.92,-,-,RUB,RU000A108D81
-,10.06.2028,14.5%,11.92,-,-,RUB,RU000A108D81
-,10.07.2028,14.5%,11.92,-,-,RUB,RU000A108D81
-,09.08.2028,14.5%,11.92,-,-,RUB,RU000A108D81
-,08.09.2028,14.5%,11.92,-,-,RUB,RU000A108D81
-,08.10.2028,14.5%,11.92,125,-,RUB,RU000A108D81
-,07.11.2028,14.5%,10.43,-,-,RUB,RU000A108D81
-,07.12.2028,14.5%,10.43,-,-,RUB,RU000A108D81
-,06.01.2029,14.5%,10.43,-,-,RUB,RU000A108D81
-,05.02.2029,14.5%,10.43,-,-,RUB,RU000A108D81
-,07.03.2029,14.5%,10.43,-,-,RUB,RU000A108D81
-,06.04.2029,14.5%,10.43,125,-,RUB,RU000A108D81
-,06.05.2029,14%,8.63,-,-,RUB,RU000A108D81
-,05.06.2029,14%,8.63,-,-,RUB,RU000A108D81
-,05.07.2029,14%,8.63,-,-,RUB,RU000A108D81
-,04.08.2029,14%,8.63,-,-,RUB,RU000A108D81
-,03.09.2029,14%,8.63,-,-,RUB,RU000A108D81
-,03.10.2029,14%,8.63,125,-,RUB,RU000A108D81
-,02.11.2029,14%,7.19,-,-,RUB,RU000A108D81
-,02.12.2029,14%,7.19,-,-,RUB,RU000A108D81
-,01.01.2030,14%,7.19,-,-,RUB,RU000A108D81
-,31.01.2030,14%,7.19,-,-,RUB,RU000A108D81
-,02.03.2030,14%,7.19,-,-,RUB,RU000A108D81
-,01.04.2030,14%,7.19,125,-,RUB,RU000A108D81
-,01.05.2030,14%,5.75,-,-,RUB,RU000A108D81
-,31.05.2030,14%,5.75,-,-,RUB,RU000A108D81
-,30.06.2030,14%,5.75,-,-,RUB,RU000A108D81
-,30.07.2030,14%,5.75,-,-,RUB,RU000A108D81
-,29.08.2030,14%,5.75,-,-,RUB,RU000A108D81
-,28.09.2030,13.5%,5.55,250,-,RUB,RU000A108D81
-,28.10.2030,13.5%,2.77,-,-,RUB,RU000A108D81
-,27.11.2030,13.5%,2.77,-,-,RUB,RU000A108D81
-,27.12.2030,13.5%,2.77,-,-,RUB,RU000A108D81
-,26.01.2031,13.5%,2.77,-,-,RUB,RU000A108D81
-,25.02.2031,13.5%,2.77,-,-,RUB,RU000A108D81
MAT,27.03.2031,13.5%,2.77,250,-,RUB,RU000A108D81
-,01.01.2024,15%,12.74,-,-,RUB,RU000A107B35
-,01.02.2024,16%,13.59,-,-,RUB,RU000A107B35
-,01.03.2024,16%,12.71,-,-,RUB,RU000A107B35
-,01.04.2024,16%,13.59,-,-,RUB,RU000A107B35
-,01.05.2024,16%,13.15,-,-,RUB,RU000A107B35
-,01.06.2024,16%,13.59,-,-,RUB,RU000A107B35
-,01.07.2024,16%,13.15,-,-,RUB,RU000A107B35
-,01.08.2024,16%,13.59,-,-,RUB,RU000A107B35
-,01.09.2024,18%,15.29,-,-,RUB,RU000A107B35
-,01.10.2024,18%,14.79,-,-,RUB,RU000A107B35
-,01.11.2024,19%,16.14,-,-,RUB,RU000A107B35
-,01.12.2024,21%,17.26,-,-,RUB,RU000A107B35
PUT,01.01.2025,21%,17.84,-,-,RUB,RU000A107B35
-,01.02.2025,-,-,-,-,RUB,RU000A107B35
-,01.03.2025,-,-,-,-,RUB,RU000A107B35
-,01.04.2025,-,-,-,-,RUB,RU000A107B35
-,01.05.2025,-,-,-,-,RUB,RU000A107B35
-,01.06.2025,-,-,-,-,RUB,RU000A107B35
-,01.07.2025,-,-,-,-,RUB,RU000A107B35
-,01.08.2025,-,-,-,-,RUB,RU000A107B35
-,01.09.2025,-,-,-,-,RUB,RU000A107B35
-,01.10.2025,-,-,-,-,RUB,RU000A107B35
-,01.11.2025,-,-,-,-,RUB,RU000A107B35
-,01.12.2025,-,-,-,-,RUB,RU000A107B35
-,01.01.2026,-,-,-,-,RUB,RU000A107B35
-,01.02.2026,-,-,-,-,RUB,RU000A107B35
-,01.03.2026,-,-,-,-,RUB,RU000A107B35
-,01.04.2026,-,-,-,-,RUB,RU000A107B35
-,01.05.2026,-,-,-,-,RUB,RU000A107B35
-,01.06.2026,-,-,-,-,RUB,RU000A107B35
-,01.07.2026,-,-,-,-,RUB,RU000A107B35
-,01.08.2026,-,-,-,-,RUB,RU000A107B35
-,01.09.2026,-,-,-,-,RUB,RU000A107B35
-,01.10.2026,-,-,-,-,RUB,RU000A107B35
-,01.11.2026,-,-,-,-,RUB,RU000A107B35
MAT,01.12.2026,-,-,1000,-,RUB,RU000A107B35
-,02.09.2020,9.45%,23.56,-,-,RUB,RU000A101QF7
-,02.12.2020,9.45%,23.56,-,-,RUB,RU000A101QF7
-,03.03.2021,9.45%,23.56,-,-,RUB,RU000A101QF7
-,02.06.2021,9.45%,23.56,-,-,RUB,RU000A101QF7
-,01.09.2021,9.45%,23.56,-,-,RUB,RU000A101QF7
-,01.12.2021,9.45%,23.56,-,-,RUB,RU000A101QF7
-,02.03.2022,9.45%,23.56,-,-,RUB,RU000A101QF7
-,01.06.2022,9.45%,23.56,-,-,RUB,RU000A101QF7
-,31.08.2022,9.45%,23.56,-,-,RUB,RU000A101QF7
-,30.11.2022,9.45%,23.56,-,-,RUB,RU000A101QF7
-,01.03.2023,9.45%,23.56,-,-,RUB,RU000A101QF7
-,31.05.2023,9.45%,23.56,-,-,RUB,RU000A101QF7
-,30.08.2023,9.45%,23.56,-,-,RUB,RU000A101QF7
-,29.11.2023,9.45%,23.56,250,-,RUB,RU000A101QF7
-,28.02.2024,9.45%,17.67,-,-,RUB,RU000A101QF7
-,29.05.2024,9.45%,17.67,250,-,RUB,RU000A101QF7
-,28.08.2024,9.45%,11.78,-,-,RUB,RU000A101QF7
-,27.11.2024,9.45%,11.78,250,-,RUB,RU000A101QF7
-,26.02.2025,9.45%,5.89,-,-,RUB,RU000A101QF7
MAT,28.05.2025,9.45%,5.89,250,-,RUB,RU000A101QF7
-,06.01.2024,18%,14.79,-,-,RUB,RU000A107C34
-,05.02.2024,18%,14.79,-,-,RUB,RU000A107C34
-,06.03.2024,18%,14.79,-,-,RUB,RU000A107C34
-,05.04.2024,18%,14.79,-,-,RUB,RU000A107C34
-,05.05.2024,18%,14.79,-,-,RUB,RU000A107C34
-,04.06.2024,18%,14.79,-,-,RUB,RU000A107C34
-,04.07.2024,18%,14.79,-,-,RUB,RU000A107C34
-,03.08.2024,18%,14.79,-,-,RUB,RU000A107C34
-,02.09.2024,18%,14.79,-,-,RUB,RU000A107C34
-,02.10.2024,18%,14.79,-,-,RUB,RU000A107C34
-,01.11.2024,18%,14.79,-,-,RUB,RU000A107C34
-,01.12.2024,18%,14.79,-,-,RUB,RU000A107C34
-,31.12.2024,18%,14.79,-,-,RUB,RU000A107C34
-,30.01.2025,18%,14.79,-,-,RUB,RU000A107C34
-,01.03.2025,18%,14.79,-,-,RUB,RU000A107C34
-,31.03.2025,18%,14.79,-,-,RUB,RU000A107C34
-,30.04.2025,18%,14.79,-,-,RUB,RU000A107C34
-,30.05.2025,18%,14.79,-,-,RUB,RU000A107C34
-,29.06.2025,18%,14.79,-,-,RUB,RU000A107C34
-,29.07.2025,18%,14.79,-,-,RUB,RU000A107C34
-,28.08.2025,18%,14.79,-,-,RUB,RU000A107C34
-,27.09.2025,18%,14.79,-,-,RUB,RU000A107C34
-,27.10.2025,18%,14.79,-,-,RUB,RU000A107C34
-,26.11.2025,18%,14.79,-,-,RUB,RU000A107C34
-,26.12.2025,18%,14.79,83,-,RUB,RU000A107C34
-,25.01.2026,18%,13.57,83,-,RUB,RU000A107C34
-,24.02.2026,18%,12.34,83,-,RUB,RU000A107C34
-,26.03.2026,18%,11.11,83,-,RUB,RU000A107C34
-,25.04.2026,18%,9.88,83,-,RUB,RU000A107C34
-,25.05.2026,18%,8.65,83,-,RUB,RU000A107C34
-,24.06.2026,18%,7.43,83,-,RUB,RU000A107C34
-,24.07.2026,18%,6.2,83,-,RUB,RU000A107C34
-,23.08.2026,18%,4.97,84,-,RUB,RU000A107C34
-,22.09.2026,18%,3.73,84,-,RUB,RU000A107C34
-,22.10.2026,18%,2.49,84,-,RUB,RU000A107C34
MAT,21.11.2026,18%,1.24,84,-,RUB,RU000A107C34
-,26.09.2023,10.25%,25.55,-,-,RUB,RU000A106F40
-,26.12.2023,10.25%,25.55,-,-,RUB,RU000A106F40
-,26.03.2024,10.25%,25.55,-,-,RUB,RU000A106F40
-,25.06.2024,10.25%,25.55,-,-,RUB,RU000A106F40
-,24.09.2024,10.25%,25.55,-,-,RUB,RU000A106F40
-,24.12.2024,10.25%,25.55,-,-,RUB,RU000A106F40
-,25.03.2025,10.25%,25.55,500,-,RUB,RU000A106F40
MAT,24.06.2025,10.25%,12.78,500,-,RUB,RU000A106F40
-,11.06.2024,17.1%,42.63,-,-,RUB,RU000A107WL0
-,10.09.2024,17.1%,42.63,-,-,RUB,RU000A107WL0
-,10.12.2024,19.1%,47.62,-,-,RUB,RU000A107WL0
-,11.03.2025,22.1%,55.1,-,-,RUB,RU000A107WL0
-,10.06.2025,-,-,-,-,RUB,RU000A107WL0
-,09.09.2025,-,-,-,-,RUB,RU000A107WL0
-,09.12.2025,-,-,-,-,RUB,RU000A107WL0
-,10.03.2026,-,-,-,-,RUB,RU000A107WL0
-,09.06.2026,-,-,-,-,RUB,RU000A107WL0
PUT,08.09.2026,-,-,-,-,RUB,RU000A107WL0
-,08.12.2026,-,-,-,-,RUB,RU000A107WL0
-,09.03.2027,-,-,-,-,RUB,RU000A107WL0
-,08.06.2027,-,-,-,-,RUB,RU000A107WL0
-,07.09.2027,-,-,-,-,RUB,RU000A107WL0
-,07.12.2027,-,-,-,-,RUB,RU000A107WL0
-,07.03.2028,-,-,-,-,RUB,RU000A107WL0
-,06.06.2028,-,-,-,-,RUB,RU000A107WL0
-,05.09.2028,-,-,-,-,RUB,RU000A107WL0
-,05.12.2028,-,-,-,-,RUB,RU000A107WL0
-,06.03.2029,-,-,-,-,RUB,RU000A107WL0
-,05.06.2029,-,-,-,-,RUB,RU000A107WL0
-,04.09.2029,-,-,-,-,RUB,RU000A107WL0
-,04.12.2029,-,-,-,-,RUB,RU000A107WL0
-,05.03.2030,-,-,-,-,RUB,RU000A107WL0
-,04.06.2030,-,-,-,-,RUB,RU000A107WL0
-,03.09.2030,-,-,-,-,RUB,RU000A107WL0
-,03.12.2030,-,-,-,-,RUB,RU000A107WL0
-,04.03.2031,-,-,-,-,RUB,RU000A107WL0
-,03.06.2031,-,-,-,-,RUB,RU000A107WL0
-,02.09.2031,-,-,-,-,RUB,RU000A107WL0
-,02.12.2031,-,-,-,-,RUB,RU000A107WL0
-,02.03.2032,-,-,-,-,RUB,RU000A107WL0
-,01.06.2032,-,-,-,-,RUB,RU000A107WL0
-,31.08.2032,-,-,-,-,RUB,RU000A107WL0
-,30.11.2032,-,-,-,-,RUB,RU000A107WL0
-,01.03.2033,-,-,-,-,RUB,RU000A107WL0
-,31.05.2033,-,-,-,-,RUB,RU000A107WL0
-,30.08.2033,-,-,-,-,RUB,RU000A107WL0
-,29.11.2033,-,-,-,-,RUB,RU000A107WL0
MAT,28.02.2034,-,-,1000,-,RUB,RU000A107WL0
-,19.10.2024,25.25%,20.75,-,-,RUB,RU000A109KG1
-,18.11.2024,25.25%,20.75,-,-,RUB,RU000A109KG1
-,18.12.2024,25.25%,20.75,-,-,RUB,RU000A109KG1
-,17.01.2025,25.25%,20.75,-,-,RUB,RU000A109KG1
-,16.02.2025,25.25%,20.75,-,-,RUB,RU000A109KG1
-,18.03.2025,25.25%,20.75,-,-,RUB,RU000A109KG1
-,17.04.2025,25.25%,20.75,-,-,RUB,RU000A109KG1
-,17.05.2025,25.25%,20.75,-,-,RUB,RU000A109KG1
-,16.06.2025,25.25%,20.75,-,-,RUB,RU000A109KG1
-,16.07.2025,25.25%,20.75,-,-,RUB,RU000A109KG1
-,15.08.2025,25.25%,20.75,-,-,RUB,RU000A109KG1
-,14.09.2025,25.25%,20.75,-,-,RUB,RU000A109KG1
-,14.10.2025,25.25%,20.75,-,-,RUB,RU000A109KG1
-,13.11.2025,25.25%,20.75,-,-,RUB,RU000A109KG1
-,13.12.2025,25.25%,20.75,-,-,RUB,RU000A109KG1
-,12.01.2026,25.25%,20.75,-,-,RUB,RU000A109KG1
-,11.02.2026,25.25%,20.75,-,-,RUB,RU000A109KG1
-,13.03.2026,25.25%,20.75,-,-,RUB,RU000A109KG1
-,12.04.2026,25.25%,20.75,-,-,RUB,RU000A109KG1
-,12.05.2026,25.25%,20.75,-,-,RUB,RU000A109KG1
-,11.06.2026,25.25%,20.75,-,-,RUB,RU000A109KG1
-,11.07.2026,25.25%,20.75,-,-,RUB,RU000A109KG1
-,10.08.2026,25.25%,20.75,-,-,RUB,RU000A109KG1
-,09.09.2026,25.25%,20.75,-,-,RUB,RU000A109KG1
-,09.10.2026,25.25%,20.75,-,-,RUB,RU000A109KG1
-,08.11.2026,25.25%,20.75,-,-,RUB,RU000A109KG1
-,08.12.2026,25.25%,20.75,-,-,RUB,RU000A109KG1
-,07.01.2027,25.25%,20.75,-,-,RUB,RU000A109KG1
-,06.02.2027,25.25%,20.75,-,-,RUB,RU000A109KG1
-,08.03.2027,25.25%,20.75,200,-,RUB,RU000A109KG1
-,07.04.2027,25.25%,16.6,-,-,RUB,RU000A109KG1
-,07.05.2027,25.25%,16.6,-,-,RUB,RU000A109KG1
-,06.06.2027,25.25%,16.6,200,-,RUB,RU000A109KG1
-,06.07.2027,25.25%,12.45,-,-,RUB,RU000A109KG1
-,05.08.2027,25.25%,12.45,-,-,RUB,RU000A109KG1
MAT,04.09.2027,25.25%,12.45,600,-,RUB,RU000A109KG1
-,04.11.2022,9.55%,23.81,-,-,RUB,RU000A1051U1
-,03.02.2023,9.55%,23.81,-,-,RUB,RU000A1051U1
-,05.05.2023,9.55%,23.81,-,-,RUB,RU000A1051U1
-,04.08.2023,9.55%,23.81,-,-,RUB,RU000A1051U1
-,03.11.2023,9.55%,23.81,-,-,RUB,RU000A1051U1
-,02.02.2024,9.55%,23.81,-,-,RUB,RU000A1051U1
-,03.05.2024,9.55%,23.81,-,-,RUB,RU000A1051U1
-,02.08.2024,9.55%,23.81,-,-,RUB,RU000A1051U1
-,01.11.2024,9.55%,23.81,-,-,RUB,RU000A1051U1
-,31.01.2025,9.55%,23.81,-,-,RUB,RU000A1051U1
-,02.05.2025,9.55%,23.81,-,-,RUB,RU000A1051U1
MAT,01.08.2025,9.55%,23.81,1000,-,RUB,RU000A1051U1
-,22.03.2022,7.9%,39.39,-,-,RUB,RU000A103QK3
-,20.09.2022,7.9%,39.39,-,-,RUB,RU000A103QK3
-,21.03.2023,7.9%,39.39,-,-,RUB,RU000A103QK3
-,19.09.2023,7.9%,39.39,-,-,RUB,RU000A103QK3
-,19.03.2024,7.9%,39.39,-,-,RUB,RU000A103QK3
-,17.09.2024,7.9%,39.39,-,-,RUB,RU000A103QK3
-,18.03.2025,7.9%,39.39,-,-,RUB,RU000A103QK3
-,16.09.2025,7.9%,39.39,-,-,RUB,RU000A103QK3
-,17.03.2026,7.9%,39.39,-,-,RUB,RU000A103QK3
MAT,15.09.2026,7.9%,39.39,1000,-,RUB,RU000A103QK3
-,16.09.2023,2.6%,13,-,-,RUB,RU000A106G56
-,16.03.2024,2.6%,13,-,-,RUB,RU000A106G56
-,16.09.2024,2.6%,13,-,-,RUB,RU000A106G56
-,16.03.2025,2.6%,13,-,-,RUB,RU000A106G56
-,16.09.2025,2.6%,13,-,-,RUB,RU000A106G56
-,16.03.2026,2.6%,13,-,-,RUB,RU000A106G56
